subject,number,avg_gpa,sum_students,title
MCB,300,2.917949367088608,395,Microbiology
CLCV,114,3.038082901554404,386,Introduction to Greek Culture
PHYS,435,3.081190476190476,378,Electromagnetic Fields I
CHBE,424,2.853670212765957,376,Chemical Reaction Engineering
IB,202,3.115877659574467,376,Anatomy and Physiology
CMN,260,3.3633602150537643,372,Intro to Health Communication
CMN,340,3.510921409214091,369,Visual Politics
GWS,100,2.8868681318681313,364,Intro Gender & Women's Studies
ENGL,104,3.296840659340659,364,Intro to Film
PSYC,353,3.234159779614325,363,Social Cognition
ECON,471,3.029806094182826,361,Intro to Applied Econometrics
CLCV,116,3.4828611898017,353,The Roman Achievement
CMN,321,2.221111111111111,351,Strategies of Persuasion
MCB,250,2.863610315186246,349,Molecular Genetics
RLST,104,3.060576368876081,347,Asian Mythology
CHEM,436,2.773884057971014,345,Fundamental Organic Chem II
PHYS,486,2.901260997067449,341,Quantum Physics I
PSYC,204,3.403929618768328,341,Intro to Brain and Cognition
ENGL,200,3.476941176470588,340,Intro to the Study of Lit
STAT,448,3.551411764705881,340,Advanced Data Analysis
STAT,440,3.660941176470587,340,Statistical Data Management
GEOL,111,2.995250737463126,339,Emergence of Life
SOC,200,3.494542682926829,328,Intro to Sociological Theory
MCB,170,3.620030581039755,327,Society and the Brain
PSYC,455,3.1674303405572752,323,Organizational Psych
MATH,417,2.8782972136222913,323,Intro to Abstract Algebra
MATH,444,3.35123028391167,317,Elementary Real Analysis
MCB,317,2.9458095238095243,315,Genetics and Genomics
MCB,314,2.876476190476189,315,Introduction to Neurobiology
PSYC,465,3.2641719745222932,314,Personality and Soc Dev
CHBE,430,2.975846645367412,313,Unit Operations Laboratory
IB,302,3.007331189710611,311,Evolution
FR,102,3.264819672131147,305,Elementary French II
PS,241,3.057293729372937,303,Comp Politics in Dev Nations
MATH,103,3.03635761589404,302,Theory of Arithmetic
PSYC,396,3.483056478405315,301,Psychology of Gender
GEOG,379,3.220637583892617,298,Intro to GIS Systems
PSYC,324,2.84945205479452,292,Developmental Psychopathology
CHBE,431,2.9831271477663233,291,Process Design
PSYC,414,3.102474226804123,291,"Brain, Learning, and Memory"
PHYS,326,2.987421602787456,287,Classical Mechanics II
CHEM,440,3.240244755244755,286,Physical Chemistry Principles
MATH,210,3.02546762589928,278,Theory of Interest
GEOG,204,3.111985559566787,277,Cities of the World
PS,390,3.316811594202898,276,American Foreign Policy
SCAN,251,3.46492700729927,274,Viking Mythology
PSYC,239,3.509191176470588,272,Community Psych
MATH,213,3.083800738007379,271,Basic Discrete Mathematics
ECON,480,3.263857677902621,267,Industrial Comp and Monopoly
PS,240,3.308716981132075,265,Intro to Comp Politics
PSYC,361,2.952234848484848,264,The Psychology of Aging
IB,204,3.012873563218391,261,Genetics
CHEM,312,2.667929687499999,256,Inorganic Chemistry
CHEM,360,3.402862745098039,255,Chemistry of the Environment
CHBE,440,3.192196078431373,255,Process Control and Dynamics
ENGL,301,3.524251968503936,254,CriticalApproaches to Lit&Text
CMN,211,3.35763779527559,254,Business Communication
PHIL,100,2.9911857707509872,253,Intro to Philosophy-ACP
IB,199,3.818072289156625,249,Undergraduate Open Seminar
FR,101,3.284497991967872,249,Elementary French I
IB,361,3.703886639676112,247,Ecology and Human Health
ATMS,140,3.200284552845528,246,Climate and Global Change
PSYC,413,2.895609756097561,246,Psychopharmacology
ENGL,109,3.473252032520326,246,Intro to Fiction-ACP
GEOG,110,3.136008230452675,243,Geography of Intl Conflicts
MATH,471,2.965791666666666,240,Actuarial Theory I
HIST,241,3.406958333333333,240,History of Ancient Rome
IB,411,2.984728033472803,239,Bioinspiration
MCB,354,2.7845798319327733,238,Biochem & Phys Basis of Life
CHEM,222,3.4925738396624473,237,Quantitative Analysis Lecture
ASTR,210,2.731645569620252,237,Introduction to Astrophysics
MATH,410,3.1931489361702132,235,Lin Algebra & Financial Apps
LLS,100,3.53519313304721,233,Intro Latina/Latino Studies
MATH,476,3.107596566523605,233,Actuarial Risk Theory
PS,202,3.053047210300428,233,Religion & Politics in the US
CMN,435,3.548874458874459,231,Adv Interpersonal Comm
MATH,413,3.046652173913043,230,Intro to Combinatorics
ECON,411,2.710260869565217,230,Public Sector Economics
GER,101,3.383421052631579,228,Beginning German I
LAST,170,3.522061403508771,228,Introduction to Latin America
PHYS,427,2.868771929824561,228,Thermal & Statistical Physics
PSYC,312,3.023705357142856,224,Psychology of Race & Ethnicity
CMN,232,3.53209090909091,220,Intro to Intercultural Comm
PSYC,332,3.285068493150684,219,Social Psych Methods Lab
PSYC,350,3.6073059360730593,219,Personality Lab
ATMS,201,3.705137614678898,218,General Physical Meteorology
CMN,275,3.072638888888889,216,"Media, Money and Power"
AFRO,100,3.43888888888889,216,Intro to African American St
GWS,202,3.483657407407407,216,Sexualities
MATH,478,2.943615023474178,213,Actuarial Modeling
CMN,113,3.366886792452829,212,Small Group Communication
PHIL,105,2.935592417061609,211,Introduction to Ethics
PHYS,436,3.307874396135265,207,Electromagnetic Fields II
GLBL,296,3.544975845410628,207,Politics of Belonging
HIST,172,3.296359223300971,206,US Hist Since 1877
MATH,472,2.717804878048781,205,Actuarial Theory II
PHIL,203,3.103333333333333,204,Ancient Philosophy
CHEM,223,3.11615763546798,203,Quantitative Analysis Lab
ECON,450,2.959646464646464,198,Development Economics
MATH,453,3.176040609137055,197,Elementary Theory of Numbers
HIST,120,2.853928571428571,196,East Asian Civilizations
STAT,408,2.848666666666667,195,Actuarial Statistics I
RHET,233,3.436410256410256,195,Adv Rhetoric & Composition
RLST,108,3.726473684210526,190,Religion & Society in West I
STAT,428,3.084684210526315,190,Statistical Computing
MCB,461,3.649473684210527,190,Cell & Molecular Neuroscience
PSYC,363,3.687883597883598,189,Developmental Child Psych Lab
STAT,409,3.161164021164021,189,Actuarial Statistics II
GEOG,103,3.183010752688172,186,Earth's Physical Systems
ARTH,211,3.099297297297297,185,Design History Survey
PHIL,206,3.023967391304348,184,Early Modern Philosophy
STAT,510,3.753858695652173,184,Mathematical Statistics I
PHYS,487,3.246775956284153,183,Quantum Physics II
MATH,442,2.974450549450549,182,Intro Partial Diff Equations
ANTH,209,3.744333333333333,180,"Food, Culture, and Society"
ARTH,112,3.185027932960893,179,Renaissance to Modern Art
PS,225,2.846966292134831,178,Environmental Politics &Policy
PS,282,3.266123595505617,178,Governing Globalization
SOC,380,3.493559322033897,177,Social Research Methods
MATH,181,2.806228571428571,175,A Mathematical World
IB,103,2.247126436781609,174,Introduction to Plant Biology
MCB,436,3.6784971098265897,173,Global Biosecurity
PS,300,3.475000000000001,172,Political Organizations
ECON,528,3.672865497076022,171,Microeconomics for Business
MCB,320,3.265672514619884,171,Mechanisms of Human Disease
PSYC,333,3.3679041916167662,167,Social Psych in Society Lab
STAT,542,3.826526946107784,167,Statistical Learning
ESE,200,3.125688622754491,167,Earth Systems
MCB,413,3.006107784431137,167,Endocrinology
ENGL,119,3.325269461077845,167,Literature of Fantasy
FR,156,3.670778443113773,167,Exploring Paris
PS,301,2.953636363636363,165,The US Constitution I
MATH,412,2.9453939393939392,165,Graph Theory
MCB,400,3.226913580246913,162,Cancer Cell Biology
PSYC,336,3.422345679012346,162,Alcohol and Alcoholism
FR,103,2.990493827160494,162,Intermediate French I
ENGL,218,3.539444444444444,162,Introduction to Shakespeare
HIST,141,3.4239873417721522,158,Western Civ to 1660
MATH,446,2.894012738853503,157,Applied Complex Variables
CHBE,471,3.034294871794871,156,Biochemical Engineering
PS,270,3.267115384615385,156,Intro to Political Theory
CWL,207,3.825935483870967,155,Indian Cinema in Context
CMN,429,2.768064516129032,155,Race and the Mass Media
SOC,350,3.6536241610738243,149,Technology and Society
CHBE,476,3.59530201342282,149,Biotransport
PHYS,140,3.040402684563759,149,How Things Work
MCB,401,3.209459459459459,148,Cell & Membrane Physiology
PHYS,401,3.172925170068027,147,Classical Physics Lab
STAT,426,3.433265306122449,147,Sampling and Categorical Data
SOC,310,2.9597945205479452,146,Sociology of Deviance
MATH,482,3.4258620689655173,145,Linear Programming
SPAN,252,3.796666666666667,141,Intro to Hispanic Linguistics
PSYC,373,3.212198581560284,141,Culture & Psychology
PSYC,318,3.223785714285715,140,Psych of the Infant
ENGL,300,3.436834532374101,139,Pulp Fictions of the 1890s
SOC,196,2.9905755395683453,139,The HIV/AIDS Pandemic
GEOL,100,3.232246376811594,138,Planet Earth
PS,224,3.432826086956522,138,Politics of the National Parks
FR,104,3.198823529411764,136,Intermediate French II
CMN,377,3.183970588235294,136,Propaganda and Modern Society
ECON,484,2.849629629629629,135,Law and Economics
RLST,132,3.5290370370370363,135,Zen
PSYC,433,3.00037037037037,135,Evolutionary Neuroscience
MCB,151,3.751492537313432,134,Molec & Cellular Laboratory
ECON,503,3.567089552238806,134,Econometrics
PSYC,235,3.048257575757576,132,Intro to Statistics
MCB,462,3.543181818181818,132,Integrative Neuroscience
CLCV,100,2.744076923076923,130,Vocab Building-GRK & LAT Roots
LING,225,3.02625,128,"Language, Mind, and Brain"
ENGL,418,3.418650793650793,126,Shakespeare
ECON,500,3.24536,125,Microeconomics
SOC,275,3.245759999999999,125,Criminology
ENGL,121,3.392903225806451,124,Comics and Graphic Narratives
ENGL,103,3.099758064516129,124,Intro to Fiction
PHIL,210,3.426016260162602,123,Ethics
PHYS,280,3.7349593495934963,123,Nuclear Weapons & Arms Control
ECON,502,3.380247933884297,121,Economic Statistics
PHYS,150,3.04702479338843,121,Physics of Societal Issues
GEOG,105,3.02575,120,The Digital Earth
ENGL,245,3.53625,120,The Short Story
LING,301,3.2264406779661012,118,Elements of Syntax
SOC,160,3.4578813559322032,118,Global Ineq and Social Change
LING,210,3.723846153846153,117,Language History
GEOG,101,3.364700854700854,117,Global Development&Environment
MCB,408,3.242051282051282,117,Immunology
CMN,280,3.438086956521739,115,Comm Technology & Society
RLST,109,3.6933333333333342,114,Religion & Society in West II
CMN,326,3.025877192982456,114,Mass Media and the Audience
CMN,220,3.325175438596491,114,Communicating Public Policy
PS,303,3.155,114,The US Congress
STAT,429,3.33359649122807,114,Time Series Analysis
HIST,259,3.044513274336283,113,20thC World from Midcentury
PSYC,475,3.246874999999999,112,Personnel Psych
PHIL,103,3.399107142857143,112,Logic and Reasoning QR II
MATH,403,3.005892857142857,112,Euclidean Geometry
ECON,501,3.615945945945946,111,Macroeconomics
IB,485,3.5895495495495497,111,Environ Toxicology & Health
GER,102,3.4209909909909912,111,Beginning German II
MATH,447,3.087636363636363,110,Real Variables
CHBE,494,3.237181818181818,110,Comp Methods in Chem Engr
ENGL,373,3.3643518518518523,108,Sexuality & Cinema in the US
CMN,323,3.648148148148147,108,Argumentation
HIST,171,3.302056074766354,107,US Hist to 1877
PSYC,103,2.925233644859813,107,Intro Experimental Psych
AFRO,101,3.009439252336448,107,"Black America, 1619-Present"
MATH,484,3.073619047619048,105,Nonlinear Programming
STAT,424,3.387619047619047,105,Analysis of Variance
LING,307,3.143333333333333,105,Elmnts Semantics & Pragmatics
ENGL,202,3.234326923076922,104,Medieval Lit and Culture
PS,386,2.976764705882352,102,International Law
PHYS,419,2.8605,100,"Space, Time, and Matter-ACP"
LING,115,3.7435,100,Language and Culture in India
IB,109,3.69,100,Insects and People
EALC,130,3.3907,100,The Chinese Language
CMN,465,3.6605,100,Social Marketing Health&Behav
PS,283,3.2190909090909092,99,Intro to Intl Security
ENGL,101,3.222626262626262,99,Intro to Poetry
MCB,426,2.976666666666666,99,Bacterial Pathogenesis
CLCV,220,3.126122448979592,98,History of Ancient Greece
ANTH,230,3.415,98,Sociocultural Anthropology
ARTH,260,3.055257731958763,97,Graffiti and Murals
LING,302,3.474315789473683,95,Elements of Phonology
ECON,462,3.073894736842105,95,Macroeconomic Policy
BIOC,446,3.393829787234042,94,Physical Biochemistry
PHYS,123,3.96468085106383,94,Physics Made Easy
SPAN,308,3.627872340425533,94,Spanish in the United States
HIST,260,3.232173913043478,92,History of Russia
MATH,540,3.6232608695652173,92,Real Analysis
ECON,517,3.454615384615385,91,Monetary Policy
MATH,199,3.73978021978022,91,Undergraduate Open Seminar
GER,260,3.428901098901099,91,The Holocaust in Context - ACP
CHBE,475,3.352197802197802,91,Tissue Engineering
SOC,225,3.475617977528089,89,Race and Ethnicity
LLS,242,3.19123595505618,89,Intro to Latina/o Literature
ECON,532,3.689101123595505,89,Econometric Analysis I
MCB,312,3.491123595505618,89,Applied Microbiology Methods
CMN,464,3.386818181818182,88,Health Communication Campaigns
ANTH,160,3.111954022988505,87,Contemporary Social Issues
MCB,493,3.414137931034483,87,Advanced Cell Biology
HIST,252,3.444942528735632,87,The Holocaust
GEOG,104,3.3868604651162793,86,Social and Cultural Geography
CMN,410,3.523488372093023,86,Workplace Comm Technology
PSYC,406,3.872209302325582,86,Statistical Methods I
ECON,469,3.481162790697674,86,Economics of Risk
ENGL,116,3.508023255813953,86,Intro to American Literature
CMN,421,2.863176470588235,85,Persuasion Theory & Research
PHIL,202,2.968705882352941,85,Symbolic Logic
SOC,480,3.18070588235294,85,Methods of Field Research
PHYS,560,3.726117647058823,85,Condensed Matter Physics I
PHYS,580,3.5275,84,Quantum Mechanics I
ESE,320,3.4241666666666672,84,"Water Planet, Water Crisis"
ASTR,406,3.123571428571428,84,Galaxies and the Universe
PHYS,475,3.321204819277108,83,Introduction to Biophysics
PHYS,460,2.9347560975609763,82,Condensed Matter Physics
CLCV,120,3.36609756097561,82,The Classical Tradition
MCB,432,3.173086419753087,81,Computing in Molecular Biology
PHYS,402,3.490617283950618,81,Light
SOC,226,3.358024691358024,81,Political Sociology
ECON,440,2.750375,80,Economics of Labor Markets
SOC,270,2.820749999999999,80,Population Issues
MCB,502,3.4707500000000002,80,Advanced Molecular Genetics
RLST,214,3.379374999999999,80,Introduction to Islam
PHYS,485,3.129874999999999,80,Atomic Phys & Quantum Theory
PHIL,250,3.143670886075949,79,Conceptions of Human Nature
ARTH,241,3.278607594936709,79,"Modern Art, 1880-1940"
MCB,428,3.338101265822784,79,Microbial Pathogens Laboratory
LING,401,3.307948717948718,78,Intro to General Phonetics
GEOL,208,2.9619230769230773,78,History of the Earth System
MATH,402,3.034805194805195,77,Non Euclidean Geometry
MCB,501,3.5280519480519468,77,Advanced Biochemistry
ECON,481,3.368311688311688,77,Govt Reg of Economic Activity
ECON,414,3.185974025974026,77,Urban Economics
SOC,280,3.342763157894737,76,Intro to Social Statistics
ECON,516,3.534736842105263,76,Monetary Theory
MCB,270,3.614342105263158,76,Medical Genetics
IB,335,3.030394736842105,76,Systematics of Plants
FR,418,3.408552631578947,76,Language&Minorities in Europe
CLCV,160,3.350933333333333,75,Ancient Greek & Roman Religion
STAT,571,3.6941333333333333,75,Multivariate Analysis
CHEM,532,3.457866666666667,75,Physical Organic Chemistry
IB,426,2.977297297297297,74,Env and Evol Physl of Animals
PSYC,462,3.108108108108108,74,How Children Think
GLBL,240,3.333108108108108,74,Global Health
CLCV,131,3.176081081081081,74,"Classical Archaeology, Greece"
GLBL,350,3.419594594594595,74,Poverty in a Global Context
EALC,222,2.871780821917807,73,Chinese Thght Confucius to Mao
BIOC,455,3.173835616438356,73,Technqs Biochem & Biotech
CMN,463,3.183424657534246,73,Organizational Health Comm
ESE,445,3.502602739726027,73,Earth Resources Sustainability
HIST,220,2.981805555555555,72,Traditional China
GLBL,392,2.945138888888889,72,Int Diplomacy and Negotiation
CHEM,584,3.462916666666666,72,Introduction to Materials Chem
MCB,402,3.11125,72,Sys & Integrative Physiology
GEOL,440,3.338450704225352,71,Sedimentology and Stratigraphy
CHEM,530,3.474507042253521,71,Structure and Spectroscopy
SPAN,228,3.5907142857142853,70,Spanish Composition
PHYS,470,3.495714285714285,70,Subatomic Physics
ASTR,405,3.024347826086956,69,Solar System and IS Medium
PHIL,104,3.198115942028984,69,Intro to Ethics-ACP
GWS,201,3.6914492753623183,69,"Race, Gender & Power"
IB,432,3.666911764705882,68,Genes and Behavior
PHYS,504,3.553676470588235,68,Statistical Physics
STAT,525,3.892352941176471,68,Computational Statistics
HIST,105,2.9995588235294113,68,Latin America to Independence
ARTH,113,3.1273529411764702,68,Introduction to African Art
GER,103,3.064264705882353,68,Intermediate German I
HIST,251,2.774264705882352,68,Warfare Milit Insts & Soc
PHYS,403,3.931323529411764,68,Modern Experimental Physics
PSYC,220,2.582388059701492,67,Images of Mind
CWL,114,3.7662686567164183,67,Global Consciousness and Lit
HIST,142,3.602537313432835,67,Western Civ Since 1660
PSYC,404,3.407910447761193,67,Cognitive Neuroscience
HIST,110,3.318955223880596,67,History of Africa
ASTR,404,3.010454545454545,66,Stellar Astrophysics
SOC,396,3.486363636363636,66,Special Topics in Sociology
GER,251,3.454999999999999,66,Grimm's Fairy Tales in Context
GEOL,411,2.914848484848484,66,Structural Geol and Tectonics
GEOG,221,2.99530303030303,66,Geographies of Global Conflict
SOC,373,3.439242424242424,66,Social Stratification
RLST,208,3.882307692307692,65,Cultures & Lits of South Asia
CHBE,571,3.769076923076923,65,Bioinformatics
ENGL,281,3.461538461538461,65,British Feminist Fiction
LLS,265,3.451846153846153,65,Politics of Hip Hop
PS,302,2.979538461538462,65,The US Constitution II
HIST,258,3.010625,64,20thC World to Midcentury
MCB,435,3.70859375,64,Microbial Ecology & Evolution
IB,420,3.75,64,Plant Physiology
EALC,250,3.234375,64,Intro to Japanese Culture
ECON,482,3.5728125,64,Health Economics
GEOG,210,3.432656249999999,64,Social & Environmental Issues
HIST,106,3.172187499999999,64,Modern Latin America
JAPN,201,2.9899999999999993,63,Elementary Japanese I
AFRO,383,3.693174603174603,63,Hist of Blk Women's Activism
CMN,412,3.264761904761905,63,Adv Organizational Comm
GEOL,470,3.264444444444444,63,Introduction to Hydrogeology
MCB,465,3.275555555555555,63,Human Metabolic Disease
ENGL,120,3.619516129032257,62,Science Fiction
IB,106,3.46241935483871,62,Extinction: Dinosaurs to Dodos
CHBE,521,3.580967741935483,62,Applied Mathematics in CHBE
HIST,271,3.2154838709677422,62,Nineteenth Century America
CHEM,317,3.231290322580645,62,Inorganic Chemistry Lab
CMN,476,3.5377419354838713,62,Commercialism and the Public
ANTH,277,3.366721311475409,61,"Ancient Cities, Sacred Land"
HIST,135,3.235245901639343,61,History of Islamic Middle East
HIST,374,3.4262295081967222,61,Civil War and Reconstruction
STAT,443,3.50311475409836,61,Professional Statistics
ECON,513,3.421833333333333,60,International Trade
ENGL,455,3.652,60,"Fincher, Nolan & Age of Crisis"
CHEM,570,3.533499999999999,60,Concepts in Chemical Biology
LLS,230,3.428166666666667,60,Latina/o Genders & Sexualities
HIST,390,3.650333333333333,60,Integration & American Sports
RLST,101,3.079322033898304,59,Bible as Literature
HIST,269,3.221525423728813,59,Jewish History Since 1700
ENGL,253,3.592881355932202,59,How We Read: Digital Cult. Ed.
HIST,264,3.7579661016949153,59,Technology in Western Society
PS,322,2.9547457627118643,59,Law and Public Policy
ECON,510,3.775423728813559,59,Economics of Taxation
PSYC,357,2.5983050847457623,59,Intro Cognitive Science
AAS,365,3.201206896551724,58,Asian American Media and Film
ITAL,240,3.522758620689655,58,Italy Middle Ages & Renaiss
MATH,249,3.690701754385964,57,Honors Supplement
AFRO,105,3.356842105263157,57,Black Literature in America
HIST,310,3.573157894736842,57,Global Capitalism in History
ENGL,273,3.175964912280702,57,American Cinema Since 1950
EALC,305,3.509122807017544,57,Japan Lit in Translation I
ENGL,204,3.310526315789473,57,Renaissance Lit and Culture
CHEM,474,2.899107142857143,56,Drug Discovery & Development
CHEM,444,2.969999999999999,56,Physical Chemistry II
CMN,320,3.7385714285714293,56,Comm Controversy Public Policy
ARTH,257,3.078214285714285,56,History of Photography
LING,250,3.527454545454545,55,Language Diversity in the USA
MATH,500,3.612363636363635,55,Abstract Algebra I
HIST,272,3.0551851851851852,54,Twentieth Century America
ANTH,270,3.302407407407407,54,Language in Culture
AFRO,410,3.389629629629629,54,Hate Crimes
SOC,162,3.413888888888888,54,Intro to Intl Health Policy
IB,461,3.13574074074074,54,Ornithology
GWS,378,3.692037037037037,54,Fairy Tales & Gender Formation
ATMS,302,2.851481481481482,54,Atmospheric Dynamics I
PSYC,407,3.8888888888888893,54,Statistical Methods II
LLS,240,3.642407407407407,54,Latina/o Popular Culture
PHYS,508,3.4879629629629623,54,Mathematical Physics I
ARTH,446,3.290555555555555,54,Art Since 1940
ATMS,304,3.138679245283018,53,Radiative Transfer-Remote Sens
